"customerkey","geographykey","fullname","gender","birthdate","yearlyincome","datefirstpurchase","city","state","region","postalcode"
20015,334,"JennaKing","F","1975-05-20","80000.00","2022-12-15","Lakewood","California","United States","90712"
20016,552,"KatherineKelly","F","1971-02-01","40000.00","2022-08-11","W. Linn","Oregon","United States","97068"
20017,322,"AnnaSanders","F","1976-10-11","40000.00","2022-12-25","Fremont","California","United States","94536"
20018,635,"LaurenGray","F","1970-08-13","80000.00","2022-06-15","Renton","Washington","United States","98055"
20019,626,"BrittanyDiaz","F","1971-04-20","80000.00","2022-09-04","Lynnwood","Washington","United States","98036"
20020,338,"JacquelineFoster","F","1970-09-30","80000.00","2022-10-04","Los Angeles","California","United States","90012"
20021,50,"AlexanderJones","M","1976-06-24","80000.00","2022-12-19","Haney","British Columbia","Canada","V2W 1W2"
20022,310,"ArthurPerry","F","1970-12-20","50000.00","2022-10-07","Colma","California","United States","94014"
20023,68,"EdwardHughes","M","1970-12-22","60000.00","2020-11-11","Vancouver","British Columbia","Canada","V7L 4J4"
20024,335,"FernandoMiller","M","1970-05-10","40000.00","2022-04-30","Lemon Grove","California","United States","91945"
20025,616,"BryceBell","M","1975-09-19","40000.00","2022-11-10","Everett","Washington","United States","98201"
20026,648,"JasmineRichardson","F","1970-01-21","40000.00","2022-05-20","Yakima","Washington","United States","98901"
20027,325,"DanielleMurphy","F","1970-06-16","60000.00","2022-11-02","Glendale","California","United States","91203"
20028,355,"AngelaFlores","F","1970-05-06","60000.00","2022-05-28","Redwood City","California","United States","94063"
20029,338,"JanEvans","F","1970-04-23","60000.00","2022-05-04","Los Angeles","California","United States","90012"
20030,302,"AlexanderHarris","M","1969-09-18","60000.00","2022-05-14","Burlingame","California","United States","94010"
20031,302,"DevinJames","M","1969-11-08","60000.00","2022-05-11","Burlingame","California","United States","94010"
20032,642,"MarcusWalker","M","1975-03-08","60000.00","2022-05-27","Tacoma","Washington","United States","98403"
20033,369,"CarlosTurner","M","1980-04-12","70000.00","2022-12-09","Santa Monica","California","United States","90401"
20034,68,"WyattTurner","M","1974-04-23","70000.00","2020-11-15","Vancouver","British Columbia","Canada","V7L 4J4"
20035,49,"CesarFernandez","M","1974-02-25","70000.00","2020-12-26","Cliffside","British Columbia","Canada","V8Y 1L1"
20036,310,"KateTang","F","1979-10-01","70000.00","2022-01-16","Colma","California","United States","94014"
20037,336,"AlyssaSanchez","F","1973-09-07","70000.00","2022-01-27","Lincoln Acres","California","United States","91950"
20038,348,"TaylorPrice","F","1973-12-20","70000.00","2021-12-31","Oakland","California","United States","94611"
20039,638,"StephanieEvans","F","1968-10-05","70000.00","2022-01-18","Sedro Woolley","Washington","United States","98284"
20040,339,"VictoriaRivera","F","1968-12-20","60000.00","2022-05-11","Mill Valley","California","United States","94941"
20041,212,"JoeAlvarez","M","1984-04-24","30000.00","2022-04-24","Morangis","Essonne","France","91420"
20042,268,"BradDeng","M","1979-11-01","40000.00","2019-12-31","Liverpool","England","United Kingdom","L4 4HB"
20043,121,"BrentZheng","M","1978-02-22","10000.00","2022-12-25","Ingolstadt","Bayern","Germany","85049"
20044,207,"JillianRana","F","1978-10-23","30000.00","2022-06-11","Chatou","Yveline","France","78400"
20045,206,"AndresShen","M","1979-05-03","40000.00","2022-04-03","Roissy en Brie","Seine et Marne","France","77680"
20046,179,"PeterShe","M","1979-03-04","40000.00","2022-05-29","Saint Ouen","Charente-Maritime","France","17490"
20047,219,"RonnieHuang","M","1978-10-22","40000.00","2022-05-29","Suresnes","Hauts de Seine","France","92150"
20048,232,"VirginiaSrini","F","1978-01-02","30000.00","2020-02-02","Birmingham","England","United Kingdom","B29 6SL"
20049,272,"ColleenChavez","F","1976-12-20","10000.00","2020-02-05","Warrington","England","United Kingdom","WA3 7BH"
20050,216,"AdrianaPrasad","F","1977-08-30","30000.00","2022-02-01","Courbevoie","Hauts de Seine","France","92400"
20051,164,"LindaDominguez","F","1983-10-16","40000.00","2021-02-13","Berlin","Saarland","Germany","12311"
20052,233,"TheodoreRuiz","M","1977-07-14","40000.00","2020-03-13","Bracknell","England","United Kingdom","RG12 8TB"
20053,234,"JessieYang","M","1977-09-15","40000.00","2022-06-25","Bury","England","United Kingdom","PE17"
20054,253,"ClarenceNara","M","1978-05-23","40000.00","2020-03-13","London","England","United Kingdom","W10 6BL"
20055,259,"RubenRuiz","M","1976-10-30","20000.00","2022-06-26","Milton Keynes","England","United Kingdom","MK8 8DF"
20056,124,"JohnnyShe","M","1977-05-22","20000.00","2022-11-21","Berlin","Hessen","Germany","13441"
20057,183,"RamonZhou","M","1976-07-14","20000.00","2022-09-10","Orleans","Loiret","France","45000"
20058,240,"RogerLiu","M","1976-08-06","20000.00","2022-05-31","High Wycombe","England","United Kingdom","HP10 9QY"
20059,220,"MadisonWashington","F","1976-07-05","30000.00","2022-07-15","Bobigny","Seine Saint Denis","France","93000"
20060,267,"KaylaJackson","F","1977-04-06","30000.00","2020-03-21","Runcorn","England","United Kingdom","TY31"
20061,198,"SharonNath","F","1977-03-26","30000.00","2022-07-24","Paris","Seine (Paris)","France","75009"
20062,176,"RussellCarson","M","1977-03-15","30000.00","2021-01-29","Stuttgart","Saarland","Germany","70452"
20063,193,"KristyOrtega","F","1975-11-29","40000.00","2022-12-09","Paris","Seine (Paris)","France","75003"
20064,124,"WhitneyPrasad","F","1982-12-03","40000.00","2022-06-18","Berlin","Hessen","Germany","13441"
20065,133,"GrantLal","M","1977-05-22","40000.00","2022-12-19","Kassel","Hessen","Germany","34117"
20066,626,"MarcusWhite","M","1985-08-10","40000.00","2022-05-09","Lynnwood","Washington","United States","98036"
20067,355,"DestinyThompson","F","1980-04-08","40000.00","2022-05-21","Redwood City","California","United States","94063"
20068,347,"AlexandriaPeterson","F","1979-10-22","40000.00","2022-05-27","Novato","California","United States","94947"
20069,369,"JessicaSmith","F","1980-01-24","30000.00","2022-10-01","Santa Monica","California","United States","90401"
20070,68,"RichardMorris","M","1971-10-07","60000.00","2022-07-22","Vancouver","British Columbia","Canada","V7L 4J4"
20071,612,"SeanCampbell","M","1977-01-30","60000.00","2022-03-03","Burien","Washington","United States","98168"
20072,616,"KaitlynMartinez","F","1971-10-17","60000.00","2022-05-13","Everett","Washington","United States","98201"
20073,632,"MelissaCooper","F","1977-01-02","60000.00","2022-05-08","Port Orchard","Washington","United States","98366"
20074,311,"PrestonMadan","M","1959-02-23","10000.00","2022-10-16","Concord","California","United States","94519"
20075,66,"AaronAllen","M","1958-11-15","10000.00","2020-12-02","Sooke","British Columbia","Canada","V0"
20076,301,"BethVazquez","F","1958-11-15","10000.00","2022-11-21","Burbank","California","United States","91502"
20077,312,"AidanColeman","M","1959-05-05","10000.00","2022-11-01","Coronado","California","United States","92118"
20078,546,"JoseLee","M","1964-10-17","20000.00","2022-11-21","Oregon City","Oregon","United States","97045"
20079,536,"AlexandraTaylor","F","1964-05-03","20000.00","2022-11-19","Beaverton","Oregon","United States","97005"
20080,612,"MariaStewart","F","1969-12-18","20000.00","2022-11-02","Burien","Washington","United States","98168"
20081,612,"JerryXie","M","1958-07-17","20000.00","2022-10-15","Burien","Washington","United States","98168"
20082,59,"CarolineHenderson","F","1958-08-24","20000.00","2022-07-20","Oak Bay","British Columbia","Canada","V8P"
20083,300,"TerryKumar","M","1964-06-10","20000.00","2022-11-04","Beverly Hills","California","United States","90210"
20084,69,"AlexStewart","M","1969-08-01","20000.00","2022-05-23","Victoria","British Columbia","Canada","V8V"
20085,53,"JessicaMoore","F","1959-10-26","20000.00","2022-06-18","Metchosin","British Columbia","Canada","V9"
20086,59,"JeremiahHayes","M","1971-04-04","20000.00","2022-03-18","Oak Bay","British Columbia","Canada","V8P"
20087,62,"SethGray","M","1965-02-10","20000.00","2022-06-14","Royal Oak","British Columbia","Canada","V8X"
20088,618,"JoseLewis","M","1965-01-13","20000.00","2022-06-07","Issaquah","Washington","United States","98027"
20089,635,"LuisPowell","M","1959-11-03","30000.00","2022-07-17","Renton","Washington","United States","98055"
20090,311,"BlakeEdwards","M","1960-01-19","30000.00","2022-11-28","Concord","California","United States","94519"
20091,312,"AndreaParker","F","1976-05-13","30000.00","2022-11-21","Coronado","California","United States","92118"
20092,374,"EthanSharma","M","1959-12-19","40000.00","2022-05-26","Torrance","California","United States","90505"
20093,374,"MeganClark","F","1965-04-09","40000.00","2022-05-04","Torrance","California","United States","90505"
20094,300,"LindseyChande","F","1961-06-20","30000.00","2022-08-07","Beverly Hills","California","United States","90210"
20095,338,"AnaFlores","F","1961-03-31","30000.00","2022-09-06","Los Angeles","California","United States","90012"
20096,64,"JonathanLal","M","1960-10-31","30000.00","2022-07-20","Shawnee","British Columbia","Canada","V9B 2C3"
20097,339,"BrittanyGriffin","F","1961-03-03","40000.00","2022-05-03","Mill Valley","California","United States","94941"
20098,316,"AlexisLewis","F","1973-05-10","30000.00","2022-10-19","El Cajon","California","United States","92020"
20099,302,"DevonXie","M","1961-10-01","30000.00","2022-09-01","Burlingame","California","United States","94010"
20100,337,"JesseWatson","M","1961-09-24","30000.00","2022-12-19","Long Beach","California","United States","90802"
20101,546,"DevinHayes","M","1967-01-22","30000.00","2022-11-13","Oregon City","Oregon","United States","97045"
20102,635,"AriannaJenkins","F","1961-10-31","30000.00","2022-09-14","Renton","Washington","United States","98055"
20103,51,"WilliamRobinson","M","1962-06-13","40000.00","2022-05-04","Langford","British Columbia","Canada","V9"
20104,49,"LouisXu","M","1963-02-22","30000.00","2022-02-12","Cliffside","British Columbia","Canada","V8Y 1L1"
20105,331,"AlexisTaylor","F","1963-02-23","30000.00","2022-08-20","La Jolla","California","United States","92806"
20106,53,"AmberHall","F","1963-03-21","30000.00","2022-04-30","Metchosin","British Columbia","Canada","V9"
20107,635,"DanielleMorris","F","1962-09-05","40000.00","2022-07-24","Renton","Washington","United States","98055"
20108,612,"GlennGao","M","1969-11-02","40000.00","2022-05-03","Burien","Washington","United States","98168"
20109,345,"KatelynStewart","F","1963-12-31","40000.00","2022-05-17","Newport Beach","California","United States","92625"
20110,385,"AustinPerry","M","1963-07-23","40000.00","2022-05-30","Woodland Hills","California","United States","91364"
20111,301,"BrittneyZhu","F","1964-03-19","40000.00","2022-06-03","Burbank","California","United States","91502"
20112,374,"ShelbyJames","F","1963-12-11","80000.00","2022-10-20","Torrance","California","United States","90505"
20113,632,"ChristinaMurphy","F","1963-11-22","80000.00","2022-10-27","Port Orchard","Washington","United States","98366"
20114,635,"JosephThompson","M","1964-01-02","80000.00","2022-05-31","Renton","Washington","United States","98055"
20115,335,"MeganJones","F","1964-07-11","40000.00","2022-03-03","Lemon Grove","California","United States","91945"
20116,307,"HannahBryant","F","1964-07-23","60000.00","2022-03-04","Chula Vista","California","United States","91910"
20117,547,"BrandonJenkins","M","1977-11-07","50000.00","2022-03-26","Portland","Oregon","United States","97205"
20118,372,"JacquelineHenderson","F","1978-02-10","50000.00","2022-06-21","Spring Valley","California","United States","91977"
20119,614,"CarlosHernandez","M","1978-09-24","40000.00","2022-10-04","Edmonds","Washington","United States","98020"
20120,635,"FernandoHughes","M","1979-01-02","40000.00","2022-04-09","Renton","Washington","United States","98055"
20121,548,"DylanButler","M","1979-01-01","40000.00","2022-03-18","Salem","Oregon","United States","97301"
20122,315,"JeremyBailey","M","1979-05-06","40000.00","2022-11-12","Downey","California","United States","90241"
20123,326,"AaronGonzalez","M","1978-10-03","40000.00","2022-10-10","Grossmont","California","United States","91941"
20124,355,"NatalieColeman","F","1979-03-13","40000.00","2022-06-08","Redwood City","California","United States","94063"
20125,623,"NatalieClark","F","1977-03-19","60000.00","2022-05-29","Kirkland","Washington","United States","98033"
20126,368,"SethCarter","M","1977-04-15","60000.00","2023-01-09","Santa Cruz","California","United States","95062"
20127,539,"CarlosSanders","M","1976-08-16","60000.00","2022-04-12","Corvallis","Oregon","United States","97330"
20128,553,"IanMiller","M","1976-10-12","60000.00","2022-07-11","Woodburn","Oregon","United States","97071"
20129,536,"NicoleStewart","F","1977-04-17","60000.00","2022-04-04","Beaverton","Oregon","United States","97005"
20130,50,"JordanNelson","M","1977-02-17","60000.00","2022-01-31","Haney","British Columbia","Canada","V2W 1W2"
20131,217,"CarolynGutierrez","F","1969-08-10","10000.00","2022-12-26","Paris La Defense","Hauts de Seine","France","92081"
20132,126,"JennyShen","F","1968-02-05","10000.00","2022-06-10","Berlin","Hessen","Germany","14129"
20133,255,"JorgeLi","M","1973-10-06","20000.00","2022-07-04","London","England","United Kingdom","W1V 5RN"
20134,259,"FranklinZhao","M","1967-07-09","20000.00","2023-01-26","Milton Keynes","England","United Kingdom","MK8 8DF"
20135,121,"GracePrice","F","1966-12-03","10000.00","2022-07-01","Ingolstadt","Bayern","Germany","85049"
20136,277,"BonnieKennedy","F","1972-12-09","10000.00","2023-01-04","York","England","United Kingdom","Y024 1GF"
20137,135,"JarrodFernandez","M","1966-11-08","10000.00","2022-12-06","Salzgitter","Hessen","Germany","38231"
20138,128,"KendraMoreno","F","1940-12-18","20000.00","2022-02-06","Dresden","Hessen","Germany","01071"
20139,369,"ConnorWright","M","1984-08-07","10000.00","2022-05-04","Santa Monica","California","United States","90401"
20140,144,"JoeNavarro","M","1964-03-06","10000.00","2022-05-04","Essen","Hamburg","Germany","45001"
20141,186,"AngelicaFlores","F","1964-06-10","20000.00","2022-11-08","Dunkerque","Nord","France","59140"
20142,215,"LydiaLopez","F","1962-05-06","10000.00","2022-01-31","Colombes","Hauts de Seine","France","92700"
20143,128,"JimmySuarez","M","1962-03-31","10000.00","2022-07-28","Dresden","Hessen","Germany","01071"
20144,173,"RogerLin","M","1961-12-21","10000.00","2022-12-29","Poing","Saarland","Germany","66041"
20145,207,"FernandoLee","M","1971-04-19","10000.00","2022-07-12","Chatou","Yveline","France","78400"
20146,190,"MackenzieHall","F","1951-04-25","10000.00","2022-02-15","Villeneuve-d'Ascq","Nord","France","59491"
20147,230,"TabithaRamos","F","1947-01-08","30000.00","2022-06-19","Berkshire","England","United Kingdom","RG11 5TP"
20148,189,"TerryNath","M","1947-12-18","10000.00","2022-03-16","Roubaix","Nord","France","59100"
20149,228,"HeidiArun","F","1948-04-01","30000.00","2020-03-27","Basingstoke Hants","England","United Kingdom","RG24 8PL"
20150,279,"GaryRubio","M","1948-06-18","40000.00","2020-04-27","York","England","United Kingdom","YO15"
20151,33,"JamieGuo","F","1986-04-05","10000.00","2020-10-01","Cranbourne","Victoria","Australia","3977"
20152,40,"RafaelShe","M","1986-01-05","10000.00","2020-10-13","Warrnambool","Victoria","Australia","3280"
20153,34,"DianeSanz","F","1984-11-21","10000.00","2022-07-30","Geelong","Victoria","Australia","3220"
20154,8,"RaulLuo","M","1984-04-01","10000.00","2020-10-04","Matraville","New South Wales","Australia","2036"
20155,6,"JayFernandez","M","1983-04-06","10000.00","2022-06-29","Lavender Bay","New South Wales","Australia","2060"
20156,39,"JayMadan","M","1982-10-17","10000.00","2020-10-22","Sunbury","Victoria","Australia","3429"
20157,2,"RileyReed","F","1983-04-09","10000.00","2020-10-07","Coffs Harbour","New South Wales","Australia","2450"
20158,35,"RodneyBlanco","M","1984-08-28","10000.00","2020-10-01","Melbourne","Victoria","Australia","3000"
20159,8,"ErnestZhu","M","1984-12-01","20000.00","2020-10-13","Matraville","New South Wales","Australia","2036"
20160,32,"GeorgeGarcia","M","1984-05-08","20000.00","2020-09-29","Bendigo","Victoria","Australia","3550"
20161,225,"AlbertSanz","M","1954-06-16","20000.00","2022-06-26","Orly","Val de Marne","France","94310"
20162,155,"KelseyNath","F","1949-03-02","20000.00","2021-02-12","Bottrop","Nordrhein-Westfalen","Germany","46236"
20163,166,"KrystalZhang","F","1948-10-29","20000.00","2021-03-29","Frankfurt am Main","Saarland","Germany","60061"
20164,242,"Carol AnnRockne","M","1949-01-11","30000.00","2020-04-26","Lancaster","England","United Kingdom","LA1 1LN"
20165,266,"KristinaMehta","F","1948-09-20","30000.00","2020-04-04","Reading","England","United Kingdom","RG7 5H7"
20166,118,"MoniqueGutierrez","F","1967-03-24","30000.00","2021-03-13","Frankfurt","Bayern","Germany","91480"
20167,248,"JoeSerrano","M","1972-01-08","30000.00","2020-05-07","London","England","United Kingdom","SW19 3RU"
20168,126,"JessieSerrano","F","1966-01-31","10000.00","2022-12-31","Berlin","Hessen","Germany","14129"
20169,175,"GarrettGray","M","1966-03-25","20000.00","2023-01-25","Saarlouis","Saarland","Germany","66740"
20170,264,"JeromeMartin","M","1965-12-20","30000.00","2020-05-14","Oxon","England","United Kingdom","OX16 8RS"
20171,133,"BaileyKing","F","1965-03-25","20000.00","2021-03-17","Kassel","Hessen","Germany","34117"
20172,263,"KelliGao","F","1970-11-13","30000.00","2020-05-20","Oxford","England","United Kingdom","OX14 4SE"
20173,247,"DennisZhao","M","1981-05-01","40000.00","2020-06-20","London","England","United Kingdom","SE1 8HL"
20174,140,"DouglasGonzalez","M","1978-10-17","20000.00","2022-10-16","Berlin","Hamburg","Germany","12311"
20175,183,"AlishaLu","F","1979-10-01","30000.00","2022-07-09","Orleans","Loiret","France","45000"
20176,127,"AntonioAlexander","M","1986-06-05","20000.00","2022-10-01","Darmstadt","Hessen","Germany","64283"
20177,216,"KelvinLi","M","1986-05-05","20000.00","2022-06-11","Courbevoie","Hauts de Seine","France","92400"
20178,183,"DeborahAnand","F","1985-08-23","20000.00","2022-03-21","Orleans","Loiret","France","45000"
20179,271,"DenisePatel","F","1984-04-01","30000.00","2022-06-01","Warrington","England","United Kingdom","WA1"
20180,335,"AmandaSanders","F","1967-12-31","70000.00","2022-01-01","Lemon Grove","California","United States","91945"
20181,343,"CatherineBrooks","F","1967-09-17","70000.00","2022-01-10","National City","California","United States","91950"
20182,70,"IsabellePrice","F","1967-12-23","70000.00","2020-12-04","Westminster","British Columbia","Canada","V3L 1E7"
20183,543,"SophiaAllen","F","1979-05-04","70000.00","2022-01-29","Lebanon","Oregon","United States","97355"
20184,536,"JessicaRichardson","F","1966-10-30","40000.00","2022-04-26","Beaverton","Oregon","United States","97005"
20185,316,"XavierCooper","M","1967-03-05","40000.00","2022-09-16","El Cajon","California","United States","92020"
20186,64,"ConnorLi","M","1967-04-05","40000.00","2021-01-01","Shawnee","British Columbia","Canada","V9B 2C3"
20187,372,"RobertKing","M","1967-03-08","60000.00","2022-06-16","Spring Valley","California","United States","91977"
20188,51,"KimberlyWatson","F","1967-01-02","60000.00","2021-01-16","Langford","British Columbia","Canada","V9"
20189,66,"GraceHall","F","1978-02-19","50000.00","2022-09-15","Sooke","British Columbia","Canada","V0"
20190,631,"AngelaReed","F","1973-03-25","50000.00","2022-06-20","Olympia","Washington","United States","98501"
20191,299,"ChadRai","M","1972-09-07","60000.00","2022-06-28","Berkeley","California","United States","94704"
20192,299,"AmberCampbell","F","1973-02-15","60000.00","2022-06-14","Berkeley","California","United States","94704"
20193,339,"AlyssaGray","F","1978-06-11","60000.00","2022-06-10","Mill Valley","California","United States","94941"
20194,359,"ConnorCampbell","M","1966-05-08","60000.00","2022-06-23","San Diego","California","United States","92102"
20195,614,"BlakeWilson","M","1966-04-09","60000.00","2022-06-02","Edmonds","Washington","United States","98020"
20196,546,"CameronPerry","M","1966-06-21","60000.00","2022-06-27","Oregon City","Oregon","United States","97045"
20197,542,"OliviaJohnson","F","1965-12-19","60000.00","2022-06-23","Lake Oswego","Oregon","United States","97034"
20198,347,"SierraEvans","F","1965-03-14","60000.00","2022-06-13","Novato","California","United States","94947"
20199,345,"HaileyCook","F","1965-03-26","70000.00","2022-02-20","Newport Beach","California","United States","92625"
20200,638,"NoahGonzales","M","1964-08-19","70000.00","2022-01-28","Sedro Woolley","Washington","United States","98284"
20201,335,"ChloeHarris","F","1965-02-14","70000.00","2023-01-28","Lemon Grove","California","United States","91945"
20202,50,"AlexandraJones","F","1965-05-31","70000.00","2022-12-08","Haney","British Columbia","Canada","V2W 1W2"
20203,536,"RoyBlanco","M","1976-03-18","80000.00","2022-09-22","Beaverton","Oregon","United States","97005"
20204,299,"ReneeCarlson","F","1970-07-24","80000.00","2022-01-30","Berkeley","California","United States","94704"
20205,536,"BryceCox","M","1963-08-08","60000.00","2022-06-12","Beaverton","Oregon","United States","97005"
20206,52,"OliviaMurphy","F","1963-12-08","60000.00","2021-01-05","Langley","British Columbia","Canada","V3A 4R2"
20207,331,"AngelBailey","M","1969-04-21","60000.00","2022-06-12","La Jolla","California","United States","92806"
20208,51,"AustinHayes","M","1963-11-22","60000.00","2020-12-31","Langford","British Columbia","Canada","V9"
20209,52,"AndreaTurner","F","1963-12-07","60000.00","2021-01-18","Langley","British Columbia","Canada","V3A 4R2"
20210,546,"StephaniePowell","F","1964-04-03","80000.00","2022-02-17","Oregon City","Oregon","United States","97045"
20211,22,"ScottRodgers","M","1973-11-12","60000.00","2020-10-16","East Brisbane","Queensland","Australia","4169"
20212,18,"KristaAlonso","F","1975-09-19","80000.00","2022-05-20","Sydney","New South Wales","Australia","1002"
20213,2,"GinaDominguez","F","1975-08-09","80000.00","2020-10-02","Coffs Harbour","New South Wales","Australia","2450"
20214,25,"TrishaLiu","F","1974-03-08","60000.00","2020-10-13","Hervey Bay","Queensland","Australia","4655"
20215,4,"IoannisXylaras","F","1974-05-31","60000.00","2020-10-21","Goulburn","New South Wales","Australia","2580"
20216,29,"ShawnChander","M","1973-12-18","60000.00","2020-10-23","Findon","South Australia","Australia","5023"
20217,20,"ValerieWang","F","1983-09-07","70000.00","2020-10-10","Brisbane","Queensland","Australia","4000"
20218,22,"DrewXie","M","1978-08-09","70000.00","2022-04-24","East Brisbane","Queensland","Australia","4169"
20219,21,"ColleenHarrison","F","1975-04-20","110000.00","2020-10-18","Caloundra","Queensland","Australia","4551"
20220,21,"WendyCarlson","F","1975-01-14","110000.00","2020-10-27","Caloundra","Queensland","Australia","4551"
20221,36,"KayleeSanders","F","1980-05-11","120000.00","2020-10-18","Melton","Victoria","Australia","3337"
20222,2,"MelissaMorgan","F","1978-12-12","70000.00","2022-06-07","Coffs Harbour","New South Wales","Australia","2450"
20223,26,"TerranceMalhotra","M","1978-10-04","70000.00","2022-11-05","Rockhampton","Queensland","Australia","4700"
20224,6,"LawrenceGill","M","1972-03-01","80000.00","2022-10-03","Lavender Bay","New South Wales","Australia","2060"
20225,19,"SharonRai","F","1972-04-30","90000.00","2020-10-18","Wollongong","New South Wales","Australia","2500"
20226,29,"ValerieShe","F","1971-10-06","90000.00","2020-10-11","Findon","South Australia","Australia","5023"
20227,15,"LouisZhang","M","1972-05-07","90000.00","2020-10-21","Silverwater","New South Wales","Australia","2264"
20228,37,"RaymondArthur","M","1971-12-21","100000.00","2020-10-28","Seaford","Victoria","Australia","3198"
20229,33,"AustinWalker","M","1971-02-24","60000.00","2022-08-19","Cranbourne","Victoria","Australia","3977"
20230,19,"GaryMunoz","M","1976-04-08","60000.00","2022-06-13","Wollongong","New South Wales","Australia","2500"
20231,32,"KelvinZhou","M","1970-08-09","70000.00","2022-05-23","Bendigo","Victoria","Australia","3550"
20232,31,"FranklinChande","M","1969-11-08","60000.00","2022-06-13","Hobart","Tasmania","Australia","7001"
20233,16,"JennyRaje","F","1969-10-05","60000.00","2022-05-03","Springwood","New South Wales","Australia","2777"
20234,12,"GeraldMehta","M","1970-04-19","60000.00","2022-02-23","North Sydney","New South Wales","Australia","2055"
20235,2,"KennethDeng","M","1969-11-20","60000.00","2022-12-13","Coffs Harbour","New South Wales","Australia","2450"
20236,33,"CesarChandra","M","1968-09-10","60000.00","2020-10-27","Cranbourne","Victoria","Australia","3977"
20237,25,"HunterYang","M","1968-08-18","70000.00","2022-02-01","Hervey Bay","Queensland","Australia","4655"
20238,20,"AnnaWatson","F","1973-06-12","90000.00","2020-10-21","Brisbane","Queensland","Australia","4000"
20239,2,"JillOrtega","F","1984-06-21","90000.00","2020-10-23","Coffs Harbour","New South Wales","Australia","2450"
20240,30,"BethRubio","F","1966-09-29","60000.00","2022-10-16","Perth","South Australia","Australia","6006"
20241,9,"CesarMehta","M","1967-01-31","60000.00","2020-10-13","Milsons Point","New South Wales","Australia","2061"
20242,18,"ChristopherThomas","M","1937-01-03","120000.00","2020-10-09","Sydney","New South Wales","Australia","1002"
20243,33,"TamaraYe","F","1971-12-19","100000.00","2022-05-22","Cranbourne","Victoria","Australia","3977"
20244,22,"DawnRaji","F","1971-11-14","100000.00","2020-10-18","East Brisbane","Queensland","Australia","4169"
20245,34,"DarrenMalhotra","M","1972-02-06","100000.00","2020-10-01","Geelong","Victoria","Australia","3220"
20246,25,"MindyXu","F","1977-02-15","100000.00","2020-09-30","Hervey Bay","Queensland","Australia","4655"
20247,31,"KristinaLopez","F","1972-01-23","100000.00","2020-10-05","Hobart","Tasmania","Australia","7001"
20248,35,"GinaSuarez","F","1965-08-31","60000.00","2022-12-26","Melbourne","Victoria","Australia","3000"
20249,17,"TashaKumar","F","1965-12-31","60000.00","2020-10-16","St. Leonards","New South Wales","Australia","2065"
20250,23,"CharlesGarcia","M","1965-12-24","60000.00","2022-04-18","Gold Coast","Queensland","Australia","4217"
20251,26,"LuisLi","M","1965-08-01","60000.00","2022-04-22","Rockhampton","Queensland","Australia","4700"
20252,6,"DarrellRaje","M","1971-06-20","60000.00","2022-09-01","Lavender Bay","New South Wales","Australia","2060"
20253,28,"VeronicaKapoor","F","1976-04-09","70000.00","2020-09-30","Cloverdale","South Australia","Australia","6105"
20254,12,"DanaGutierrez","F","1970-11-13","80000.00","2022-09-16","North Sydney","New South Wales","Australia","2055"
20255,18,"StephanieRussell","F","1976-08-01","80000.00","2022-02-10","Sydney","New South Wales","Australia","1002"
20256,36,"JavierSerrano","M","1975-05-01","70000.00","2020-11-10","Melton","Victoria","Australia","3337"
20257,40,"RoyCarlson","M","1975-07-22","70000.00","2023-01-24","Warrnambool","Victoria","Australia","3280"
20258,20,"KatelynWard","F","1979-10-18","70000.00","2020-11-22","Brisbane","Queensland","Australia","4000"
20259,39,"JennyAndersen","F","1974-09-24","70000.00","2020-11-01","Sunbury","Victoria","Australia","3429"
20260,21,"EthanMartinez","M","1967-11-15","60000.00","2020-11-10","Caloundra","Queensland","Australia","4551"
20261,23,"MariahRivera","F","1967-09-23","60000.00","2020-11-13","Gold Coast","Queensland","Australia","4217"
20262,37,"BrettPrasad","M","1967-11-29","70000.00","2022-07-01","Seaford","Victoria","Australia","3198"
20263,16,"SteveZhou","M","1968-06-14","70000.00","2022-11-26","Springwood","New South Wales","Australia","2777"
20264,28,"JayCarlson","M","1972-10-23","60000.00","2020-11-23","Cloverdale","South Australia","Australia","6105"
20265,25,"ClarenceGuo","M","1966-11-04","60000.00","2022-03-13","Hervey Bay","Queensland","Australia","4655"
20266,31,"SummerGonzalez","F","1972-07-23","70000.00","2022-04-20","Hobart","Tasmania","Australia","7001"
20267,7,"MonicaGarcia","F","1971-08-05","70000.00","2022-08-05","Malabar","New South Wales","Australia","2036"
20268,36,"JorgeHe","M","1971-07-07","70000.00","2022-10-23","Melton","Victoria","Australia","3337"
20269,32,"HunterFoster","M","1960-10-23","10000.00","2022-10-28","Bendigo","Victoria","Australia","3550"
20270,329,"KevinPhillips","M","1981-11-01","30000.00","2022-04-22","Imperial Beach","California","United States","91932"
20271,299,"BarryFernandez","M","1981-08-18","30000.00","2022-07-17","Berkeley","California","United States","94704"
20272,609,"SethJames","M","1980-10-20","40000.00","2022-09-24","Bellingham","Washington","United States","98225"
20273,69,"KatherineMartin","F","1982-04-27","40000.00","2022-09-28","Victoria","British Columbia","Canada","V8V"
20274,607,"BrentWang","M","1981-10-19","40000.00","2022-08-02","Ballard","Washington","United States","98107"
20275,542,"AngelaKelly","F","1985-07-05","30000.00","2023-01-13","Lake Oswego","Oregon","United States","97034"
20276,637,"HaleySanchez","F","1986-03-26","30000.00","2023-01-05","Seattle","Washington","United States","98104"
